START	END
40653357	40653372
40730989	40730991
40737213	40737233
40781746	40781726
40869689	40869665
40883664	40883628
40943719	40974449
40974502	40996946
41005514	41005548
41039545	41039539
41113033	41113048
41135496	41135501
41152659	41152634
41193333	41193324
41194015	41194028
41301517	41301538
41317196	41317209
41340650	41340606
41417856	41417873
41567882	41593925
41619188	41619196
41640845	41640855
41657396	41657421
42389440	42574749
42574768	43208745
43208756	43417192
43418988	43418998
43609742	43609746
43695762	43695771
43808995	43808988
43817803	43817831
43885844	43885827
44103334	44103364
44402350	44402365
44732715	44732727
44763843	44763869
44776914	44776933
44805117	44805118
44929754	44929741
45046236	45046255
45181717	45181702
45374493	45374501
45455524	45455537
45602552	45602581
45608868	45608884
45641351	45641389
45661099	45661053
45684070	45684106
45703080	45703059
45708797	45708807
46236051	46236061
46241179	46241178
46246019	46246068
46268342	46268363
46404805	46404795
46414510	46414525
46432763	46432766
46501678	46501668
46513019	46513020
46545571	46545586
46618800	46618806
46656132	46656153
46662713	46662707
46763189	46763201
46772522	46772528
46838104	46838096
46889831	46889843
46952768	46952791
47004408	47004427
47052991	47052983
47059752	47059793
47144093	47171861
47171897	47221713
47244009	47244027
47356749	47356756
47382870	47382887
47400554	47400573
47422102	47422120
47428407	47428409
47443909	47443899
47479344	47479367
47503466	47488561
47504231	47504215
47611214	47611212
47691284	47691298
47713998	47713973
47818444	47885137
47886156	47886154
47942713	47942698
48332583	48327819
48352567	48352578
48370046	48370023
48398149	48398161
48433299	48433277
48449926	48449957
48489810	48489828
48506746	48506738
48620298	48620294
48713394	48713386
48749051	48749036
48774585	48774600
48803115	48803121
48828845	48828850
48897459	48897501
48901323	48901339
48963954	48963971
48980080	48980096
48998682	48998703
49012621	49012628
49020112	49020112
49042864	49042857
49049273	49049296
49139242	49139235
49148455	49148452
49518927	49518944
49526178	49526194
49603115	49603136
49605374	49605374
49641470	49641476
49643791	49643800
49648949	49648956
49680335	49680334
49684381	49684375
49846322	49846318
49969253	49864922
50323065	50323090
50424065	50424091
50434851	50434847
50490701	50490710
50491711	50491735
50646734	50646750
50648438	50663243
50684768	50684766
50731767	50731782
50887765	50887752
51079536	51079544
51163622	51163612
51202064	51202040
51203996	51204002
51230620	51230617
51237372	51237375
51357307	51357342
51384439	51384450
51603870	51546578
52004711	51603883
52014456	52088638
52088694	52603786
52950383	52950385
52963987	52964010
53019303	52991762
53025026	53025024
53047980	53076498
53076510	53100808
53118534	53118537
53122377	53122404
53252571	53219874
53268748	53252610
53273891	53268773
53278688	53273894
53313903	53278705
53323294	53323321
53342246	53342250
53346767	53346751
53360317	53360314
53381686	53381660
53463048	53463048
53473031	53473049
53485131	53485131
53508108	53508160
53509162	53509168
53705725	53705722
53711154	53711147
53858521	53858498
54069288	54069271
54274821	54070710
54449734	54274832
54466341	54466369
54474061	54474037
54479440	54479407
54508292	54566815
54666362	54666375
54918121	54918125
54947130	54947140
55037868	55037854
55084178	55084182
55161698	55161722
55187323	55187312
55369625	55369614
55476796	55476784
55515630	55515644
55551021	55744533
55934493	55934511
56275037	56246234
56308287	56308316
56589706	56589715
56753135	56753159
56759964	56760025
56790271	56790279
56790950	56790935
56810063	56810081
56814679	56814690
56815369	56815368
56819983	56820004
56829384	56830073
57004705	57004726
57182947	57147628
57480501	57480553
57555206	57555159
57600312	57600275
57609449	57609493
57843844	57843866
57848269	57848265
57945612	57945604
57955929	57955948
58052546	58052535
61691787	61691693
61728362	61717670
61734044	61728438
62348046	61823944
62470233	62348083
62495111	62470246
62726298	62495130
62907091	62726307
63138575	62907099
63150158	63150149
63313774	63313765
64105851	64105855
64114666	64114682
64254669	64254630
64671626	64671650
64748707	64748703
64801906	64801909
64815381	64815393
64887643	64887649
64923845	64923857
64965953	64965920
65206182	65206189
65243091	65243101
65250863	65250873
65330088	65330110
65421332	65421355
65948658	65948649
65951376	65951360
66775533	66775538
67001078	67238524
67238540	67310223
67365991	67366012
67403776	67403742
67416877	67416900
67458497	67458507
67682609	67682676
67710604	67710638
67718228	67718226
67731223	67731223
67819509	67819495
67905620	67905641
67930827	67930860
67939824	67952834
67952844	68027778
68028677	68028680
68042613	68042600
68047722	68047722
68138133	68165836
68251206	68251199
68280623	68280650
68313887	68313894
68353857	68353880
68378385	68378394
68442038	68442066
68505907	68505924
68607493	68607513
68644121	68644122
68713097	68713107
68758181	68758184
68838763	68838773
69250432	69250437
69253355	69253337
69315999	69316008
69317317	69317333
69353184	69353179
69417171	69417198
69482915	69482921
69493987	69549601
69643049	69653747
69672026	69671983
69674321	69674317
69774042	69774077
69884675	69884694
69989606	69989614
70190539	70180733
70199342	70190563
70218417	70199356
70318244	70218437
70349120	70318273
70398895	70349125
70473227	70398902
70503241	70503247
70775042	70569822
70842748	70775067
70872389	70872438
70889945	70884100
71079609	71079634
71090580	71090653
71219059	71131169
71238510	71219082
71241961	71238541
71346503	71241995
71348818	71346528
71465437	71465433
71497076	71497092
71517936	71517955
71760260	71760281
71789723	71766015
71829252	71789747
72482950	72306706
73070289	72482958
73075439	73070322
73235346	73075455
73353356	73235363
73452825	73353362
73512440	73512455
73563939	73563940
73602625	73602629
73603529	73603546
73642963	73642974
73678657	73678643
73685356	73685384
73712862	73712866
73755235	73755249
73756114	73756125
73770242	73770230
74258876	74258856
74375973	74376020
74823777	74823761
75329604	75473927
75473942	75499480
75675151	75640754
76380851	75776326
76852665	76380875
76883882	76883847
77154655	77154690
77165901	77165926
77280344	77280363
77285258	77285279
77347994	77348020
77379943	77375490
77455434	77379952
77811002	77455445
77851479	77851476
77963800	77963801
78142150	78142154
78337498	78337501
78668616	78668654
78705826	78705829
78780200	79538196
79540972	79540963
79686738	79686796
79834109	79834119
79903618	79903666
80065398	80065388
80132475	80132487
80376429	80376418
80429916	80429967
80451297	80451316
80632944	80535770
80670220	80670233
80745599	80745585
81213467	81213460
81473870	81473878
81931934	81931944
82263510	82263555
82671418	82671452
82724688	82724667
82890358	82890373
83014973	83014997
83100511	83100522
83171630	83171634
83301492	83189402
83441758	83441756
83594637	83594635
83984831	83984829
84162441	84162467
84308089	84308095
84339894	84339909
84364323	84364349
84366460	84366483
84799714	84799723
84867024	84867043
84882468	84882505
85106526	85106543
85388884	85388888
85426510	85426495
85447900	85447954
86061903	86061891
86201673	86201709
86554661	86554682
86593602	86593617
86838753	86838782
86919483	86919510
87390827	87390826
87652675	87680848
87680850	87868465
89012866	89012896
89126714	89014300
89798708	89126735
90669836	90669840
90755642	90894386
91025902	91025917
91487294	91487295
92677801	92677794
92793661	92690505
93129642	92793681
93313880	93129655
93831490	93313885
94086453	93831502
94312017	94086478
94326184	94312043
94331582	94331624
94573981	94573965
94601931	94601980
95019966	95019960
95437477	95437490
95438954	95438970
95627859	95627867
95939706	95939701
96025431	96025436
96271101	96098623
96281491	96281521
96701316	96701382
96940873	96940868
96947619	98242264
99623263	99634529
99668325	99668333
99702914	99702906
99767556	99767559
99870057	99864736
99891802	99891794
99909349	99909383
99926254	99926237
99940772	99940794
99951195	100023831
100075215	100075160
100084912	100084905
100150448	100150464
100461564	100461552
100515547	100515507
100542507	100542504
100612206	100612238
100645817	100645818
100663419	100663461
100670567	100670595
100717944	100717964
100851164	100851176
100872306	100872298
101014040	101014041
101054391	101054378
101058521	101058556
101323051	101323073
101384548	101384552
101596923	101596891
101600984	101600972
101749578	101749608
101772342	101772371
101855205	101855223
101907390	101907456
101968338	101968401
102090816	102020202
102095970	102096005
102118766	102118769
102154983	102154994
102155615	102155631
102189643	102189657
102205961	102205986
102206562	102206601
102272620	102413043
102413050	102431409
102466060	102466049
102503646	102503663
102598152	102598162
102719100	102719132
102719773	102719784
102743378	102743350
102744811	102744781
102788446	102788453
102884980	102884987
102942302	102942317
102942925	102942941
102943998	102944015
102966484	102966504
103029054	103029150
103072521	103072521
103100117	103100118
103172695	103172690
103174066	103174059
103196259	103196271
103215254	103215294
103342921	103342946
103358064	103358065
103381175	103381202
103410972	103410985
103440276	103440283
103515699	103515708
103554771	103554771
103588462	103588491
103810583	103727539
103913340	103913351
104158087	104158119
104166934	104166919
104435051	104435061
104436654	104436671
105120736	105120770
105219455	105219488
105284036	105284023
105414400	105414417
105464289	105464296
105658626	105641097
105724605	105658653
105863109	105863148
105995624	105995656
106034832	106034856
106106374	106106362
106117413	106117451
106137668	106137682
106141887	106141885
106175101	106175159
106196322	106196343
106203204	106203224
106242290	106242269
106268865	106268882
106346297	106568401
106781146	106672511
106785864	106781164
106872851	106872848
106898447	106898464
106903049	106903075
106916191	106916207
106961402	106961398
107020490	107020503
107137398	107137432
107222065	107222052
107244778	107244804
107263847	107263859
107315334	107315336
107382673	107382679
107408760	107408755
107442984	107443008
107468010	107468035
107547569	107540654
107780366	107547572
107827951	107780366
107942661	107827952
108297716	107942713
108628125	108628161
108716625	108716647
108718732	108718718
108729061	108729076
108876237	108876243
108878525	108878525
108956315	108952582
109070679	108956322
109100231	109070690
109129453	109129472
109133025	109133009
109134248	109134237
109154367	109154372
109289412	109245878
109368777	109289459
109389123	109389132
109389879	109389886
109399469	109399496
109403818	109403792
109411206	109411226
109455621	109455540
109561125	109651491
109656461	109656466
109661560	109661560
109664480	109664496
109685941	109693414
109909006	109909022
110090634	109954706
110095521	110090655
110096913	110095532
110230637	110096924
110235931	110235958
110342138	110342127
110343497	110343501
110408072	110408065
110487574	110411675
110688854	110487575
110811683	110688856
110924246	110811686
110963137	110924256
111066392	110963148
111112904	111066398
111287340	111112908
111292038	111287348
111390553	111390552
111611714	111611714
111755854	111885674
111885679	111975122
111975130	112004012
112117437	112117482
112184766	112184765
113172318	113172345
113318340	113318377
113579393	113579361
113845575	113845584
113854438	113854467
113860881	113860880
114194399	114194426
114252690	114252701
114381902	114381913
114461563	114461578
114503103	114503099
114519550	114519592
114565225	114565241
114579789	114579830
114597480	114597494
114613254	114613274
114877340	114795860
114885329	114877358
114913896	114885335
114925026	114913925
115004668	114925036
115009344	115009348
115010438	115010485
115014922	115014977
115028731	115057266
115064491	115075376
115336315	115330207
115621410	115621388
116877975	116877959
117118738	117118757
117119244	117119218
117130978	117130990
117317651	117360110
117388693	117388670
117459491	117459488
117593555	117593571
117670767	117670793
117735568	117735553
117737956	117737978
117761385	117761435
117772097	117772055
117778434	117778452
117896219	117896174
117941470	117910112
117973364	117941473
117981675	117973378
118138982	118138984
118142186	118142187
118201100	118201091
118252853	118252857
118279216	118279242
118328723	118352323
118400465	118400476
118407552	118407548
118525341	118525342
118551919	118551925
118603072	118603080
118616716	118616725
118622813	118622796
118646543	118646545
118650319	118650341
118708748	118673993
118744182	118708759
118754123	118754095
118788052	118788082
118832903	118826212
118863957	118832905
118887773	118863969
118913771	118913770
118918950	118918943
118924902	118924919
119014901	119014916
119021673	119021686
119115729	119115744
119284343	119219695
119347648	119347657
119384569	119384554
119453279	119443411
119499270	119499224
119514689	119514699
119584111	119584149
119586128	119586124
119609372	119609366
119619948	119619954
119631980	119632003
119648194	119648189
119798080	119798074
119903944	119903965
119923997	119923991
120442480	120442497
121837758	120456102
121911737	121911745
122307759	122307852
122556820	122556844
122584166	122584162
122866941	122866939
122900640	122904419
122911719	122911724
122967293	122967308
122970024	123018776
123094270	123094253
123110612	123110634
123151980	123152009
123232048	123232060
123345279	123345280
123522521	123522545
123540621	123540605
124266224	124266259
125132505	124570831
125904251	125904287
126172147	126172220
127652594	127652581
128109795	128109830
128249187	128249202
128452438	128452434
128494314	128494294
128596734	128596824
128656211	128656228
128674093	128674110
128735212	128735220
128739518	128739500
128741044	128741022
128771574	128771564
128788743	128812261
128860452	128860446
128888711	128888712
128893758	128893766
128957206	128957238
129059694	129059727
129162282	129086751
129194557	129162292
129213884	129194578
129242552	129254759
129254763	129278669
129326339	129326353
129402733	129402760
129464692	129464714
129527528	129527557
129673763	129673772
129709891	129709898
129935939	129935947
130050910	130050912
130109977	130110003
130128756	130128746
130767611	130202962
130809695	130767640
130811781	130809709
130838289	130811795
130838991	130838323
130845078	130839013
130862751	130845093
130863442	130862783
130868761	130868779
130875158	130875158
130875838	130875827
130880566	130880584
130881255	130881264
130886571	130886566
130887275	130887258
130896866	130896854
130897809	130897834
130902293	130902294
130912686	130912685
130917642	130917650
130926492	130926488
130927175	130927170
130937170	130937176
130947304	130947307
130950815	130950850
130956355	130956368
130962029	130962025
130964940	130964941
130975510	130975494
131226561	131205385
131353453	131226586
131360264	131360260
131426897	131426909
131510036	131510113
131597556	131597541
131726975	131727027
131747134	131747109
131748460	131748449
131749463	131749487
131765741	131765736
131850127	131770297
131874665	131874624
132109371	132109369
132139174	132139175
132180134	132180108
132306094	132306115
132349890	132349879
132383791	132469182
132804544	132804540
132832398	132832412
132910216	132910227
132926577	132926573
132973211	132973223
132986992	132986966
133055955	133055984
133160851	133160865
133278387	133278380
133388076	133388088
133428705	133428706
133511661	133511684
133530331	133530335
133557744	133557743
133618150	133618173
133654988	133655011
133738096	133738104
133861473	133852563
133887752	133861482
133895906	133887784
133898367	133895943
133916928	133898412
134042637	133916936
134099480	134099486
134133585	134133617
134185507	134185633
134200307	134200320
134220560	134220588
134246219	134246230
134320113	134320118
134340424	134340530
134429741	134429732
134476833	134476843
134597951	134597955
134611586	134611582
134618650	134618678
134706466	134706498
134730537	134730566
134759993	134759963
134821947	134841724
134909096	134909119
135014162	135014165
135055836	135055246
135110631	135110653
135245102	135245104
135248453	135248466
135251548	135251555
135252335	135252369
135282733	135282744
135291550	135291549
135350701	135350719
135418913	135354624
135659822	135418925
135690785	135659836
135777059	135690793
135790616	135777078
135793423	135793424
135809078	135849388
136007396	136007427
136036382	136036386
136037157	136037181
136134634	136134631
136276401	136276411
136520413	136520346
137108466	137108475
137210283	137210300
137274243	137274245
137380527	137380526
137827501	137827515
137830757	137830762
137838523	137857776
138641926	138641925
138841959	138841949
139015303	139015274
139049612	139049614
139052958	139052986
139117169	139117176
139133178	139133178
139139202	139139209
139205704	139205706
139223675	139223690
139586130	139586126
139608407	139608433
139654959	139654966
139743921	139743943
139747248	139747244
139783717	139783727
139816025	139816038
139844320	139844329
139848272	139848295
139900198	139900220
140000613	140000663
140372528	140372555
140555540	141177104
142747478	141694596
142871422	142747489
143977987	142871424
144259915	144259917
144272425	144272414
144295088	144295120
144486640	144486651
144907520	144907516
146557649	145306083
146920064	146631858
147131065	147131079
147174610	147174613
147612062	147612070
147634436	147634393
147682660	147682648
148086596	148368489
148552502	148552524
148575802	148569025
148585860	148585871
148592008	148591983
148593885	148593879
148609358	148609338
148712457	148627167
149000862	148712483
149106753	149010093
149108831	149106772
149119003	149108837
149131167	149119045
149529305	149131196
149531496	149531500
149533676	149533694
149534924	149534982
149582479	149654393
149654408	149756183
149811851	149811907
149849565	149849574
149852125	149852137
149885385	149857420
149940716	149940728
150172660	150172675
150250910	150250925
150320233	150320239
150321680	150321711
150528836	150528811
150674388	150674373
150849418	150849412
150882412	150882403
150891057	150891061
150918315	150918356
150921956	150921939
150970526	150970545
150994404	150994358
151801036	151801038
151804477	151804493
151810554	151810586
151985714	151985739
151989809	151989811
152073153	152073180
152084234	152084283
152094884	152094900
152110214	152110220
152127514	152127514
152201083	152201072
152221004	152220988
152639990	152639992
152647814	152647842
152665642	152665654
152704100	152726399
152736354	152736382
152760624	152760641
152773071	152773066
152805014	152805010
152820338	152820343
152846587	152846613
152875381	152864789
152901811	152875382
152909588	152901832
152915198	152915215
152917318	152917362
152927768	152927757
152933421	152933426
152934833	152934825
152952619	152952612
152973907	152973962
152989277	152989244
153009971	153009954
153029492	153029485
153059817	153047917
153176528	153059849
153188422	153176532
153189586	153189609
153193408	153193377
153212878	153212860
153218887	153218912
153279153	153279137
153285376	153285391
153311940	153311967
153316765	153316769
153402233	153402232
153536796	153536821
153545864	153545836
153550073	153550069
153601757	153591193
153612695	153612709
153627168	153627162
153719132	153719162
153755424	153755441
153763107	153763128
153943294	153803495
153977080	153943297
153991287	153977117
154069260	154069273
154146318	154146347
154209192	154209212
154277375	154277376
154285710	154285725
154314837	154314813
154322826	154322856
154377319	154365878
154407995	154408022
154445113	154445103
155049912	154881010
155087394	155087380
155094398	155196640
